"Permalink to %s","Bezpośredni odnośnik do &#8222;%s&#8221;"
"Main Sidebar","Główny panel boczny"
"Post navigation","Zobacz wpisy"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Starsze wpisy"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Nowsze wpisy <span class=\"meta-nav\">&rarr;</span>"
"Primary Menu","Menu główne"
"Proudly powered by %s","Dumnie wspierane przez WordPressa"
"Newer Comments &rarr;","Nowsze komentarze &rarr;"
"About %s","O %s"
"One thought on &ldquo;%s&rdquo;","Jedna myśl nt. &bdquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s myśli nt. &bdquo;%s&rdquo;"
"Yearly Archives: %s","Roczne archiwum: %s"
"Tag Archives: %s","Archiwa tagu: %s"
"Category Archives: %s","Archiwa kategorii: %s"
"Daily Archives: %s","Dzienne archiwum: %s"
"Monthly Archives: %s","Miesięczne archiwum: %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Czytaj dalej <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Napisz odpowiedź"
"Semantic Personal Publishing Platform","Semantyczna, osobista platforma publikacyjna"
"Nothing Found","Niczego nie znaleziono"
"Author Archives: %s","Archiwa autora: %s"
"Comment navigation","Nawigacja po komentarzach"
"&larr; Older Comments","&larr; Starsze komentarze"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Zobacz wszystkie wpisy, których autorem jest %s <span class=\"meta-nav\">&rarr;</span>"
"Used by millions, Akismet is quite possibly the best way in the world to <strong>protect your blog from comment and trackback spam</strong>. It keeps your site protected from spam even while you sleep. To get started: 1) Click the \"Activate\" link to the left of this description, 2) <a href=\"http://akismet.com/get/?return=true\">Sign up for an Akismet API key</a>, and 3) Go to your Akismet configuration page, and save your API key.","Akismet jest używanym przez miliony stron i jest, najprawdopodobniej najlepszym sposobem na <strong>ochronę witryny przed spamem w komentarzach i trackbakach</strong>. Chroni witrynę, nawet wtedy gdy śpisz. Aby zacząć: 1. Wybierz odnośnik \"Aktywuj\" znajdujący się po lewwej stronie tego opisu, 2. <a href=\"http://akismet.com/get/?return=true\">Pobierz klucz z serwisu Akismet API</a>, 3. Przejdź na stronę konfiguracji wtyczki Akismet i zapisz tam uzyskany klucz."
"You can upload and insert media (images, audio, documents, etc.) by clicking the Add Media button. You can select from the images and files already uploaded to the Media Library, or upload new media to add to your page or post. To create an image gallery, select the images to add and click the &#8220;Create a new gallery&#8221; button.","Możesz wgrywać i dodawać materiały (obrazy, dźwięki, dokumenty itd.) klikając przycisk Dodaj medium. Jeżeli chcesz dodać plik do wpisu lub strony, to możesz wybrać wśród wcześniej dodanych lub po prostu wgrać nowy. W celu utworzenia galerii obrazów, należy wybrać obrazy do dodania oraz kliknąć przycisk &#8220;Utwórz nową galerię&#8221;."
"You can also embed media from many popular websites including Twitter, YouTube, Flickr and others by pasting the media URL on its own line into the content of your post/page. Please refer to the Codex to <a href=\"http://codex.wordpress.org/Embeds\">learn more about embeds</a>.","Możesz również dodawać materiały z popularnych serwisów, takich jak Twitter, YouTube czy Flickr, wklejając do wpisu lub strony odnośnik prowadzący do wybranej treści. Taki odnośnik musi być pojedynczą linią. Więcej o <a href=\"http://codex.wordpress.org/Embeds\">osadzaniu treści</a> można przeczytać w Codex (en)."
"Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it.","Dziękujemy za aktualizację do najnowszej wersji! WordPress %s jest bardziej dopracowany i przyjemny w użyciu niż kiedykolwiek przedtem. Mamy nadzieję, że go polubisz."
"Beautiful Interface","Piękny interfejs"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","Dodawanie plików zostało uproszczone i jest teraz czymś zupełnie nowym, tak aby przyjemnie było przesyłać i umieszczać pliki we wpisach."
"Picturesque Galleries","Galerie obrazków"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","Tworzenie galerii obrazków jest szybsze dzięki możliwości przeciągania, bezpośredniej edycji podpisów oraz uproszczonej konfiguracji."
"New Default Theme","Nowy motyw domyślny"
"Introducing Twenty Twelve","Przedstawiamy Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","Najnowszy domyślny motyw WordPressa jest prosty, elastyczny i elegancki."
"What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device.","Tym co czyni go tak wspaniałym, to te wszystkie małe detale, takie jak świetna czcionka Open Sans, czy responsywny szablon, wyświetlający się równie dobrze na każdym urządzeniu."
"Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog.","Twenty Twelve wspiera wszystkie poznane i ulubione funkcje. Został zaprojektowany tak, by sprawdzać się, niezależnie od tego czy zostanie użyty do stworzenia strony internetowej czy bloga."
"Retina Ready","Przystosowana do wyświetlaczy Retina"
"So Sharp You Can&#8217;t See the Pixels","Tak ostry, że nie zobaczysz pikseli"
"The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail.","Kokpit WordPressa wygląda teraz doskonale na nowych wyświetlaczach o wysokiej rozdzielczości, jak te w iPadzie, Kindle Fire HD, Nexusie 10 i MacBooku Pro z wyświetlaczem Retina. Ikony i inne elementy wizualne są kryształowo czyste i pełne szczegółów."
"Smoother Experience","Ulepszona użyteczność"
"Better Accessibility","Lepsza dostępność"
"WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility.","WordPress wspiera teraz więcej trybów niż kiedykolwiek wcześniej. Poprawiono korzystanie za pomocą: czytników ekranowych, urządzeń dotykowych. Usprawniono obsługę pracy bez użycia myszy. Wszystko w celu łatwiejszego użycia i dostępności."
"More Polish","Bardziej dopracowany"
"A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue.","Wiele ekranów i kontrolek zostało udoskonalonych. Na przykład nowy sposób wybierania koloru pozwoli na łatwiejsze wybieranie idealnego odcień niebieskiego."
"Meta Query Additions","Rozszerzenie zapytań o metadane"
"The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key.","Klasy <code>WP_Comment_Query</code> oraz <code>WP_User_Query</code> obsługują zapytania dotyczące metadanych dokładnie tak samo jak <code>WP_Query.</code> Zapytania o metadane nie wymagają podawania dokładnego klucza."
"Post Objects","Obiekty wpisu"
"Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand.","Obiekty wpisu są teraz instancjami klasy <code>WP_Post</code>, co poprawia wydajność przez ładowanie wybranych właściwości na żądanie."
"Image Editing API","API edycji obrazków"
"The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available.","Klasa <code>WP_Image_Editor</code> zawiera możliwości edycji obrazków takie jak przycinanie czy skalowania i jeżeli to możliwe, to korzysta z programu ImageMagick."
"Multisite Improvements","Usprawnienia trybu Multisite"
"<code>switch_to_blog()</code> is now significantly faster and more reliable.","Funkcja <code>switch_to_blog()</code> jest teraz znacznie szybsza i bardziej niezawodna."
"The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts.","Teraz <a href=\"%s\">API WordPressa</a> jest zawsze włączone i pozwala na pobieranie użytkowników, edycję profili, zarządzanie wpisami oraz wyszukiwanie."
"WordPress now includes the <a href=\"%s\">Underscore</a> and <a href=\"%s\">Backbone</a> JavaScript libraries. TinyMCE, jQuery, jQuery UI, and SimplePie have all been updated to the latest versions.","Do WordPressa dodano biblioteki <a href=\"%s\">Underscore</a> i <a href=\"%s\">Backbone</a>. TinyMCE, jQuery, jQuery UI i SimplePie zostały zaktualizowane do najnowszych wersji."
"New Media Manager","Nowy Menedżer Mediów"
"Uploading files and creating image galleries has a whole new look. Check it out!","Wgrywanie plików i tworzenie galerii zyskało zupełnie nowy wygląd. Sprawdź go!"
"Image rotation is not supported by your web host.","Twój serwer nie wspiera obracania obrazków."
"If you are looking to use the link manager, please install the <a href=\"%s\">Link Manager</a> plugin.","W celu zarządzania odnośnikami  należy zainstalować wtyczkę <a href=\"%s\">Link Manager</a>."
"Manage <a href=\"%s\">widgets</a> or <a href=\"%s\">menus</a>","Zarządzaj <a href=\"%s\">widgetami</a> lub <a href=\"%s\">menu</a>"
"To use a background image, simply upload it or choose an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button. You can display a single instance of your image, or tile it to fill the screen. You can have your background fixed in place, so your site content moves on top of it, or you can have it scroll with your site.","Można ustawić własny obrazek jako tło strony – wystarczy wysłać obrazek i przyciąć go do odpowiedniego rozmiaru, a będzie on od razu widoczny. Można kliknąć przycisk „Wybierz obrazek”, aby wybrać jeden z wcześniej załadowanych do biblioteki mediów. Jednocześnie można wybrać: czy obrazek będzie wyświetlany raz, czy też będzie powtarzany, czy ma się przewijać wraz ze stroną oraz w której części ma się wyświetlać."
"Don&#8217;t forget to click &#8220;Save Changes&#8221; when you&#8217;re done!","Nie zapomnij nacisnąć &#8220;Zapisz zmiany&#8221; kiedy zakończysz!"
"The title field and the big Post Editing Area are fixed in place, but you can reposition all the other boxes using drag and drop. You can also minimize or expand them by clicking the title bar of each box. Use the Screen Options tab to unhide more boxes (Excerpt, Send Trackbacks, Custom Fields, Discussion, Slug, Author) or to choose a 1- or 2-column layout for this screen.","Choć nie można zmienić pozycji pola tytułu oraz pola edycji wpisu, to można w dowolny sposób wybrać położenie pozostałych modułów. Ich pozycje można zmienić w bardzo prosty sposób, po prostu wystarczy złapać za nagłówek i przeciągnąć w nowe miejsce. Można wybrać moduły, które będą wyświetlane. Należy użyć zakładki Opcje ekranu, żeby wyświetlić panel zarządzania modułami lub wybrać układ pomiędzy dwukolumnowym, a jednokolumnowym,"
"Inserting Media","Dodawanie Mediów"
"Several boxes on this screen contain settings for how your content will be published, including:","Moduły zawierają ustawienia tego jak będzie się wyświetlać treść w witrynie, włączając w to:"
"<strong>Format</strong> - Post Formats designate how your theme will display a specific post. For example, you could have a <em>standard</em> blog post with a title and paragraphs, or a short <em>aside</em> that omits the title and contains a short text blurb. Please refer to the Codex for <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descriptions of each post format</a>. Your theme could enable all or some of 10 possible formats.","<strong>Format wpisu</strong> – ustawienie służy do określenia w jaki sposób motyw ma wyświetlać wpis. Na witrynie można mieć <em>zwykłe wpisy</em>, które składają się z tytułu i akapitów, jak i <em>krótkie notatki</em> na marginesie, które nie mają tytułu i które są tylko krótkimi fragmentami tekstu. Więcej informacji na temat <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">dostępnych formatów wpisów</a> znajduje się w serwisie Codex. Wszystkich formatów wpisów jest 10, ale używany motyw korzysta tylko z tych, które zostały w nim zaimpementowane."
"Publish Settings","Ustawienia publikacji"
"<strong>Parent</strong> - Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have child categories for Bebop and Big Band. Totally optional. To create a subcategory, just choose another category from the Parent dropdown.","<strong>Rodzic</strong> - Kategorie, w przeciwieństwie do tagów, posiadają hierarchię. Można utworzyć kategorię „Muzyka”, a jako jej podkategorie dodać „Jazz” i „Rock”. Aby utworzyć podkategorię, należy w polu Rodzic wybrać kategorię nadrzędną."
"<strong>Box Controls</strong> - Click the title bar of the box to expand or collapse it. In addition, some boxes have configurable content, and will show a &#8220;Configure&#8221; link in the title bar if you hover over it.","<strong>Kontrola modułów</strong> - Kliknij w tytuł modułu, żeby go zwinąć lub rozwinąć. Jeżeli po najechaniu pojawia się odnośnik &#8220;Konfiguracja&#8221;, to znaczy, że treść danego modułu można konfigurować."
